"Date","Period","Capacity"
39918,1,0
39918,2,0
39918,3,0
39918,4,0
39918,5,0
39918,6,0
39918,7,0
39918,8,0
39918,9,0
39918,10,0
39918,11,0
39918,12,0
39918,13,0
39918,14,0.051996612
39918,15,0.103993224
39918,16,0.2052492035
39918,17,0.306505183
39918,18,0.3602585525
39918,19,0.414011922
39918,20,0.436842078
39918,21,0.459672234
39918,22,0.5100157745
39918,23,0.560359315
39918,24,0.564294543
39918,25,0.568229771
39918,26,0.528977693
39918,27,0.489725615
39918,28,0.4529142205
39918,29,0.416102826
39918,30,0.37612235
39918,31,0.336141874
39918,32,0.258754373
39918,33,0.181366872
39918,34,0.101026492
39918,35,0.020686112
39918,36,0.010343056
39918,37,0
39918,38,0
39918,39,0
39918,40,0
39918,41,0
39918,42,0
39918,43,0
39918,44,0
39918,45,0
39918,46,0
39918,47,0
39918,48,0
39919,1,0
39919,2,0
39919,3,0
39919,4,0
39919,5,0
39919,6,0
39919,7,0
39919,8,0
39919,9,0
39919,10,0
39919,11,0
39919,12,0
39919,13,0
39919,14,0.059657994
39919,15,0.119315988
39919,16,0.214566087
39919,17,0.309816186
39919,18,0.36347883
39919,19,0.417141474
39919,20,0.4836470725
39919,21,0.550152671
39919,22,0.5830156335
39919,23,0.615878596
39919,24,0.606872448
39919,25,0.5978663
39919,26,0.5692710915
39919,27,0.540675883
39919,28,0.4789275525
39919,29,0.417179222
39919,30,0.3503114495
39919,31,0.283443677
39919,32,0.201768009
39919,33,0.120092341
39919,34,0.063823228
39919,35,0.007554115
39919,36,0.0037770575
39919,37,0
39919,38,0
39919,39,0
39919,40,0
39919,41,0
39919,42,0
39919,43,0
39919,44,0
39919,45,0
39919,46,0
39919,47,0
39919,48,0
39920,1,0
39920,2,0
39920,3,0
39920,4,0
39920,5,0
39920,6,0
39920,7,0
39920,8,0
39920,9,0
39920,10,0
39920,11,0
39920,12,0
39920,13,0
39920,14,0.0547653665
39920,15,0.109530733
39920,16,0.203147931
39920,17,0.296765129
39920,18,0.3602080055
39920,19,0.423650882
39920,20,0.442504821
39920,21,0.46135876
39920,22,0.475836641
39920,23,0.490314522
39920,24,0.4955119715
39920,25,0.500709421
39920,26,0.48487916
39920,27,0.469048899
39920,28,0.440168148
39920,29,0.411287397
39920,30,0.366302587
39920,31,0.321317777
39920,32,0.2430433515
39920,33,0.164768926
39920,34,0.090224364
39920,35,0.015679802
39920,36,0.007839901
39920,37,0
39920,38,0
39920,39,0
39920,40,0
39920,41,0
39920,42,0
39920,43,0
39920,44,0
39920,45,0
39920,46,0
39920,47,0
39920,48,0
39921,1,0
39921,2,0
39921,3,0
39921,4,0
39921,5,0
39921,6,0
39921,7,0
39921,8,0
39921,9,0
39921,10,0
39921,11,0
39921,12,0
39921,13,0
39921,14,0.053206828
39921,15,0.106413656
39921,16,0.2004592905
39921,17,0.294504925
39921,18,0.328970816
39921,19,0.363436707
39921,20,0.3710250225
39921,21,0.378613338
39921,22,0.36789215
39921,23,0.357170962
39921,24,0.328354448
39921,25,0.299537934
39921,26,0.2864454835
39921,27,0.273353033
39921,28,0.3031954765
39921,29,0.33303792
39921,30,0.311960229
39921,31,0.290882538
39921,32,0.2240593995
39921,33,0.157236261
39921,34,0.0857993385
39921,35,0.014362416
39921,36,0.007181208
39921,37,0
39921,38,0
39921,39,0
39921,40,0
39921,41,0
39921,42,0
39921,43,0
39921,44,0
39921,45,0
39921,46,0
39921,47,0
39921,48,0
39922,1,0
39922,2,0
39922,3,0
39922,4,0
39922,5,0
39922,6,0
39922,7,0
39922,8,0
39922,9,0
39922,10,0
39922,11,0
39922,12,0
39922,13,0
39922,14,0.0513075825
39922,15,0.102615165
39922,16,0.1437979995
39922,17,0.184980834
39922,18,0.170910328
39922,19,0.156839822
39922,20,0.1704900735
39922,21,0.184140325
39922,22,0.2120229315
39922,23,0.239905538
39922,24,0.2471921095
39922,25,0.254478681
39922,26,0.295758803
39922,27,0.337038925
39922,28,0.3784120405
39922,29,0.419785156
39922,30,0.36627221
39922,31,0.312759264
39922,32,0.236859422
39922,33,0.16095958
39922,34,0.087129329
39922,35,0.013299078
39922,36,0.006649539
39922,37,0
39922,38,0
39922,39,0
39922,40,0
39922,41,0
39922,42,0
39922,43,0
39922,44,0
39922,45,0
39922,46,0
39922,47,0
39922,48,0
39923,1,0
39923,2,0
39923,3,0
39923,4,0
39923,5,0
39923,6,0
39923,7,0
39923,8,0
39923,9,0
39923,10,0
39923,11,0
39923,12,0
39923,13,0
39923,14,0.05462061
39923,15,0.10924122
39923,16,0.182807548
39923,17,0.256373876
39923,18,0.2999575405
39923,19,0.343541205
39923,20,0.3715453995
39923,21,0.399549594
39923,22,0.4348991705
39923,23,0.470248747
39923,24,0.458580123
39923,25,0.446911499
39923,26,0.443581379
39923,27,0.440251259
39923,28,0.419377539
39923,29,0.398503819
39923,30,0.3538773755
39923,31,0.309250932
39923,32,0.224701365
39923,33,0.140151798
39923,34,0.0747697075
39923,35,0.009387617
39923,36,0.0046938085
39923,37,0
39923,38,0
39923,39,0
39923,40,0
39923,41,0
39923,42,0
39923,43,0
39923,44,0
39923,45,0
39923,46,0
39923,47,0
39923,48,0
39924,1,0
39924,2,0
39924,3,0
39924,4,0
39924,5,0
39924,6,0
39924,7,0
39924,8,0
39924,9,0
39924,10,0
39924,11,0
39924,12,0
39924,13,0
39924,14,0.058818943
39924,15,0.117637886
39924,16,0.2057697425
39924,17,0.293901599
39924,18,0.350040893
39924,19,0.406180187
39924,20,0.4357847995
39924,21,0.465389412
39924,22,0.4720872385
39924,23,0.478785065
39924,24,0.492345482
39924,25,0.505905899
39924,26,0.4996044305
39924,27,0.493302962
39924,28,0.4505888875
39924,29,0.407874813
39924,30,0.351189788
39924,31,0.294504763
39924,32,0.2122523705
39924,33,0.129999978
39924,34,0.0687022625
39924,35,0.007404547
39924,36,0.0037022735
39924,37,0
39924,38,0
39924,39,0
39924,40,0
39924,41,0
39924,42,0
39924,43,0
39924,44,0
39924,45,0
39924,46,0
39924,47,0
39924,48,0
39925,1,0
39925,2,0
39925,3,0
39925,4,0
39925,5,0
39925,6,0
39925,7,0
39925,8,0
39925,9,0
39925,10,0
39925,11,0
39925,12,0
39925,13,0
39925,14,0.0543519165
39925,15,0.108703833
39925,16,0.2047841535
39925,17,0.300864474
39925,18,0.3625686565
39925,19,0.424272839
39925,20,0.4447630815
39925,21,0.465253324
39925,22,0.496054382
39925,23,0.52685544
39925,24,0.542524339
39925,25,0.558193238
39925,26,0.544696977
39925,27,0.531200716
39925,28,0.480627445
39925,29,0.430054174
39925,30,0.362275418
39925,31,0.294496662
39925,32,0.2120059935
39925,33,0.129515325
39925,34,0.0684370035
39925,35,0.007358682
39925,36,0.003679341
39925,37,0
39925,38,0
39925,39,0
39925,40,0
39925,41,0
39925,42,0
39925,43,0
39925,44,0
39925,45,0
39925,46,0
39925,47,0
39925,48,0
39926,1,0
39926,2,0
39926,3,0
39926,4,0
39926,5,0
39926,6,0
39926,7,0
39926,8,0
39926,9,0
39926,10,0
39926,11,0
39926,12,0
39926,13,0
39926,14,0.05699487
39926,15,0.11398974
39926,16,0.2094387065
39926,17,0.304887673
39926,18,0.37534462
39926,19,0.445801567
39926,20,0.4682815375
39926,21,0.490761508
39926,22,0.462992471
39926,23,0.435223434
39926,24,0.43164074
39926,25,0.428058046
39926,26,0.440949847
39926,27,0.453841648
39926,28,0.4060841955
39926,29,0.358326743
39926,30,0.2825782185
39926,31,0.206829694
39926,32,0.1437204535
39926,33,0.080611213
39926,34,0.0413727735
39926,35,0.002134334
39926,36,0.001067167
39926,37,0
39926,38,0
39926,39,0
39926,40,0
39926,41,0
39926,42,0
39926,43,0
39926,44,0
39926,45,0
39926,46,0
39926,47,0
39926,48,0
39927,1,0
39927,2,0
39927,3,0
39927,4,0
39927,5,0
39927,6,0
39927,7,0
39927,8,0
39927,9,0
39927,10,0
39927,11,0
39927,12,0
39927,13,0
39927,14,0.0318607345
39927,15,0.063721469
39927,16,0.1007234765
39927,17,0.137725484
39927,18,0.1709201055
39927,19,0.204114727
39927,20,0.212438245
39927,21,0.220761763
39927,22,0.235228708
39927,23,0.249695653
39927,24,0.222928811
39927,25,0.196161969
39927,26,0.1963439065
39927,27,0.196525844
39927,28,0.1873813395
39927,29,0.178236835
39927,30,0.1546479855
39927,31,0.131059136
39927,32,0.1011659265
39927,33,0.071272717
39927,34,0.0372395745
39927,35,0.003206432
39927,36,0.001603216
39927,37,0
39927,38,0
39927,39,0
39927,40,0
39927,41,0
39927,42,0
39927,43,0
39927,44,0
39927,45,0
39927,46,0
39927,47,0
39927,48,0
39928,1,0
39928,2,0
39928,3,0
39928,4,0
39928,5,0
39928,6,0
39928,7,0
39928,8,0
39928,9,0
39928,10,0
39928,11,0
39928,12,0
39928,13,0
39928,14,0.042039059
39928,15,0.084078118
39928,16,0.168461949
39928,17,0.25284578
39928,18,0.305066938
39928,19,0.357288096
39928,20,0.4171657755
39928,21,0.477043455
39928,22,0.4534846585
39928,23,0.429925862
39928,24,0.428073113
39928,25,0.426220364
39928,26,0.4215001155
39928,27,0.416779867
39928,28,0.408261694
39928,29,0.399743521
39928,30,0.326953951
39928,31,0.254164381
39928,32,0.1666798365
39928,33,0.079195292
39928,34,0.040535588
39928,35,0.001875884
39928,36,0.000937942
39928,37,0
39928,38,0
39928,39,0
39928,40,0
39928,41,0
39928,42,0
39928,43,0
39928,44,0
39928,45,0
39928,46,0
39928,47,0
39928,48,0
39929,1,0
39929,2,0
39929,3,0
39929,4,0
39929,5,0
39929,6,0
39929,7,0
39929,8,0
39929,9,0
39929,10,0
39929,11,0
39929,12,0
39929,13,0
39929,14,0.0462003725
39929,15,0.092400745
39929,16,0.170495987
39929,17,0.248591229
39929,18,0.2966812885
39929,19,0.344771348
39929,20,0.352175053
39929,21,0.359578758
39929,22,0.351552043
39929,23,0.343525328
39929,24,0.3252639415
39929,25,0.307002555
39929,26,0.3136543705
39929,27,0.320306186
39929,28,0.305767308
39929,29,0.29122843
39929,30,0.2159046155
39929,31,0.140580801
39929,32,0.0954757065
39929,33,0.050370612
39929,34,0.025713538
39929,35,0.001056464
39929,36,0.000528232
39929,37,0
39929,38,0
39929,39,0
39929,40,0
39929,41,0
39929,42,0
39929,43,0
39929,44,0
39929,45,0
39929,46,0
39929,47,0
39929,48,0
39930,1,0
39930,2,0
39930,3,0
39930,4,0
39930,5,0
39930,6,0
39930,7,0
39930,8,0
39930,9,0
39930,10,0
39930,11,0
39930,12,0
39930,13,0
39930,14,0.0486584725
39930,15,0.097316945
39930,16,0.1955228395
39930,17,0.293728734
39930,18,0.3275996425
39930,19,0.361470551
39930,20,0.393674051
39930,21,0.425877551
39930,22,0.419583697
39930,23,0.413289843
39930,24,0.398366758
39930,25,0.383443673
39930,26,0.354104433
39930,27,0.324765193
39930,28,0.2911360845
39930,29,0.257506976
39930,30,0.228786939
39930,31,0.200066902
39930,32,0.148358101
39930,33,0.0966493
39930,34,0.0502940225
39930,35,0.003938745
39930,36,0.0019693725
39930,37,0
39930,38,0
39930,39,0
39930,40,0
39930,41,0
39930,42,0
39930,43,0
39930,44,0
39930,45,0
39930,46,0
39930,47,0
39930,48,0
39931,1,0
39931,2,0
39931,3,0
39931,4,0
39931,5,0
39931,6,0
39931,7,0
39931,8,0
39931,9,0
39931,10,0
39931,11,0
39931,12,0
39931,13,0
39931,14,0.0463906535
39931,15,0.092781307
39931,16,0.1596209705
39931,17,0.226460634
39931,18,0.2926132935
39931,19,0.358765953
39931,20,0.368390575
39931,21,0.378015197
39931,22,0.3983445625
39931,23,0.418673928
39931,24,0.465832753
39931,25,0.512991578
39931,26,0.4518010485
39931,27,0.390610519
39931,28,0.3740039855
39931,29,0.357397452
39931,30,0.325546892
39931,31,0.293696332
39931,32,0.2088180455
39931,33,0.123939759
39931,34,0.064657143
39931,35,0.005374527
39931,36,0.0026872635
39931,37,0
39931,38,0
39931,39,0
39931,40,0
39931,41,0
39931,42,0
39931,43,0
39931,44,0
39931,45,0
39931,46,0
39931,47,0
39931,48,0
39932,1,0
39932,2,0
39932,3,0
39932,4,0
39932,5,0
39932,6,0
39932,7,0
39932,8,0
39932,9,0
39932,10,0
39932,11,0
39932,12,0
39932,13,0
39932,14,0.0433029815
39932,15,0.086605963
39932,16,0.148454173
39932,17,0.210302383
39932,18,0.25331407
39932,19,0.296325757
39932,20,0.3125540775
39932,21,0.328782398
39932,22,0.356078041
39932,23,0.383373684
39932,24,0.378725773
39932,25,0.374077862
39932,26,0.3428297365
39932,27,0.311581611
39932,28,0.284159843
39932,29,0.256738075
39932,30,0.2475275515
39932,31,0.238317028
39932,32,0.1762762685
39932,33,0.114235509
39932,34,0.0597395495
39932,35,0.00524359
39932,36,0.002621795
39932,37,0
39932,38,0
39932,39,0
39932,40,0
39932,41,0
39932,42,0
39932,43,0
39932,44,0
39932,45,0
39932,46,0
39932,47,0
39932,48,0
39933,1,0
39933,2,0
39933,3,0
39933,4,0
39933,5,0
39933,6,0
39933,7,0
39933,8,0
39933,9,0
39933,10,0
39933,11,0
39933,12,0
39933,13,0
39933,14,0.0511518905
39933,15,0.102303781
39933,16,0.192204546
39933,17,0.282105311
39933,18,0.3512601815
39933,19,0.420415052
39933,20,0.4642835305
39933,21,0.508152009
39933,22,0.4999485405
39933,23,0.491745072
39933,24,0.4641885115
39933,25,0.436631951
39933,26,0.43114588
39933,27,0.425659809
39933,28,0.408901877
39933,29,0.392143945
39933,30,0.3480137395
39933,31,0.303883534
39933,32,0.215599145
39933,33,0.127314756
39933,34,0.066656179
39933,35,0.005997602
39933,36,0.002998801
39933,37,0
39933,38,0
39933,39,0
39933,40,0
39933,41,0
39933,42,0
39933,43,0
39933,44,0
39933,45,0
39933,46,0
39933,47,0
39933,48,0
39934,1,0
39934,2,0
39934,3,0
39934,4,0
39934,5,0
39934,6,0
39934,7,0
39934,8,0
39934,9,0
39934,10,0
39934,11,0
39934,12,0
39934,13,0
39934,14,0.0379966285
39934,15,0.075993257
39934,16,0.1410764385
39934,17,0.20615962
39934,18,0.234009176
39934,19,0.261858732
39934,20,0.2909997525
39934,21,0.320140773
39934,22,0.3330874145
39934,23,0.346034056
39934,24,0.3467693395
39934,25,0.347504623
39934,26,0.335263941
39934,27,0.323023259
39934,28,0.289053848
39934,29,0.255084437
39934,30,0.2394552305
39934,31,0.223826024
39934,32,0.163405367
39934,33,0.10298471
39934,34,0.0532850305
39934,35,0.003585351
39934,36,0.0017926755
39934,37,0
39934,38,0
39934,39,0
39934,40,0
39934,41,0
39934,42,0
39934,43,0
39934,44,0
39934,45,0
39934,46,0
39934,47,0
39934,48,0
39935,1,0
39935,2,0
39935,3,0
39935,4,0
39935,5,0
39935,6,0
39935,7,0
39935,8,0
39935,9,0
39935,10,0
39935,11,0
39935,12,0
39935,13,0
39935,14,0.041835655
39935,15,0.08367131
39935,16,0.18296486
39935,17,0.28225841
39935,18,0.356600686
39935,19,0.430942962
39935,20,0.473852664
39935,21,0.516762366
39935,22,0.5423826615
39935,23,0.568002957
39935,24,0.5634326485
39935,25,0.55886234
39935,26,0.511078075
39935,27,0.46329381
39935,28,0.438492719
39935,29,0.413691628
39935,30,0.3580329375
39935,31,0.302374247
39935,32,0.196469951
39935,33,0.090565655
39935,34,0.046291333
39935,35,0.002017011
39935,36,0.0010085055
39935,37,0
39935,38,0
39935,39,0
39935,40,0
39935,41,0
39935,42,0
39935,43,0
39935,44,0
39935,45,0
39935,46,0
39935,47,0
39935,48,0
39936,1,0
39936,2,0
39936,3,0
39936,4,0
39936,5,0
39936,6,0
39936,7,0
39936,8,0
39936,9,0
39936,10,0
39936,11,0
39936,12,0
39936,13,0
39936,14,0.0408722615
39936,15,0.081744523
39936,16,0.1829189305
39936,17,0.284093338
39936,18,0.337584494
39936,19,0.39107565
39936,20,0.445184389
39936,21,0.499293128
39936,22,0.505797676
39936,23,0.512302224
39936,24,0.508558978
39936,25,0.504815732
39936,26,0.4851699685
39936,27,0.465524205
39936,28,0.4326282735
39936,29,0.399732342
39936,30,0.3442854795
39936,31,0.288838617
39936,32,0.1756304955
39936,33,0.062422374
39936,34,0.031211187
39936,35,0
39936,36,0
39936,37,0
39936,38,0
39936,39,0
39936,40,0
39936,41,0
39936,42,0
39936,43,0
39936,44,0
39936,45,0
39936,46,0
39936,47,0
39936,48,0
39937,1,0
39937,2,0
39937,3,0
39937,4,0
39937,5,0
39937,6,0
39937,7,0
39937,8,0
39937,9,0
39937,10,0
39937,11,0
39937,12,0
39937,13,0
39937,14,0.0342483115
39937,15,0.068496623
39937,16,0.1496859365
39937,17,0.23087525
39937,18,0.289105529
39937,19,0.347335808
39937,20,0.360055311
39937,21,0.372774814
39937,22,0.383878265
39937,23,0.394981716
39937,24,0.4125722185
39937,25,0.430162721
39937,26,0.395114403
39937,27,0.360066085
39937,28,0.343988272
39937,29,0.327910459
39937,30,0.29762111
39937,31,0.267331761
39937,32,0.1628578535
39937,33,0.058383946
39937,34,0.029191973
39937,35,0
39937,36,0
39937,37,0
39937,38,0
39937,39,0
39937,40,0
39937,41,0
39937,42,0
39937,43,0
39937,44,0
39937,45,0
39937,46,0
39937,47,0
39937,48,0
39938,1,0
39938,2,0
39938,3,0
39938,4,0
39938,5,0
39938,6,0
39938,7,0
39938,8,0
39938,9,0
39938,10,0
39938,11,0
39938,12,0
39938,13,0
39938,14,0.0380515015
39938,15,0.076103003
39938,16,0.164503877
39938,17,0.252904751
39938,18,0.331732766
39938,19,0.410560781
39938,20,0.4575473075
39938,21,0.504533834
39938,22,0.4885358925
39938,23,0.472537951
39938,24,0.4581158015
39938,25,0.443693652
39938,26,0.463152942
39938,27,0.482612232
39938,28,0.457017048
39938,29,0.431421864
39938,30,0.3636747
39938,31,0.295927536
39938,32,0.178936719
39938,33,0.061945902
39938,34,0.030972951
39938,35,0
39938,36,0
39938,37,0
39938,38,0
39938,39,0
39938,40,0
39938,41,0
39938,42,0
39938,43,0
39938,44,0
39938,45,0
39938,46,0
39938,47,0
39938,48,0
39939,1,0
39939,2,0
39939,3,0
39939,4,0
39939,5,0
39939,6,0
39939,7,0
39939,8,0
39939,9,0
39939,10,0
39939,11,0
39939,12,0
39939,13,0
39939,14,0.032623916
39939,15,0.065247832
39939,16,0.149093627
39939,17,0.232939422
39939,18,0.278722132
39939,19,0.324504842
39939,20,0.338774135
39939,21,0.353043428
39939,22,0.3764737505
39939,23,0.399904073
39939,24,0.432904663
39939,25,0.465905253
39939,26,0.4526921855
39939,27,0.439479118
39939,28,0.412581939
39939,29,0.38568476
39939,30,0.306453178
39939,31,0.227221596
39939,32,0.132752945
39939,33,0.038284294
39939,34,0.019142147
39939,35,0
39939,36,0
39939,37,0
39939,38,0
39939,39,0
39939,40,0
39939,41,0
39939,42,0
39939,43,0
39939,44,0
39939,45,0
39939,46,0
39939,47,0
39939,48,0
39940,1,0
39940,2,0
39940,3,0
39940,4,0
39940,5,0
39940,6,0
39940,7,0
39940,8,0
39940,9,0
39940,10,0
39940,11,0
39940,12,0
39940,13,0
39940,14,0.03405236
39940,15,0.06810472
39940,16,0.159354868
39940,17,0.250605016
39940,18,0.28549262
39940,19,0.320380224
39940,20,0.326783678
39940,21,0.333187132
39940,22,0.353611355
39940,23,0.374035578
39940,24,0.396493353
39940,25,0.418951128
39940,26,0.4460918085
39940,27,0.473232489
39940,28,0.4499013165
39940,29,0.426570144
39940,30,0.354630804
39940,31,0.282691464
39940,32,0.1695643475
39940,33,0.056437231
39940,34,0.0282186155
39940,35,0
39940,36,0
39940,37,0
39940,38,0
39940,39,0
39940,40,0
39940,41,0
39940,42,0
39940,43,0
39940,44,0
39940,45,0
39940,46,0
39940,47,0
39940,48,0
39941,1,0
39941,2,0
39941,3,0
39941,4,0
39941,5,0
39941,6,0
39941,7,0
39941,8,0
39941,9,0
39941,10,0
39941,11,0
39941,12,0
39941,13,0
39941,14,0.029542992
39941,15,0.059085984
39941,16,0.1419127105
39941,17,0.224739437
39941,18,0.259863576
39941,19,0.294987715
39941,20,0.3050146085
39941,21,0.315041502
39941,22,0.3265153895
39941,23,0.337989277
39941,24,0.338372512
39941,25,0.338755747
39941,26,0.3102372505
39941,27,0.281718754
39941,28,0.2596762925
39941,29,0.237633831
39941,30,0.2019983065
39941,31,0.166362782
39941,32,0.098321529
39941,33,0.030280276
39941,34,0.015140138
39941,35,0
39941,36,0
39941,37,0
39941,38,0
39941,39,0
39941,40,0
39941,41,0
39941,42,0
39941,43,0
39941,44,0
39941,45,0
39941,46,0
39941,47,0
39941,48,0
39942,1,0
39942,2,0
39942,3,0
39942,4,0
39942,5,0
39942,6,0
39942,7,0
39942,8,0
39942,9,0
39942,10,0
39942,11,0
39942,12,0
39942,13,0
39942,14,0.029222771
39942,15,0.058445542
39942,16,0.137699222
39942,17,0.216952902
39942,18,0.257424026
39942,19,0.29789515
39942,20,0.3321860705
39942,21,0.366476991
39942,22,0.3884006995
39942,23,0.410324408
39942,24,0.4225283945
39942,25,0.434732381
39942,26,0.4082428195
39942,27,0.381753258
39942,28,0.334876574
39942,29,0.28799989
39942,30,0.244302252
39942,31,0.200604614
39942,32,0.120115889
39942,33,0.039627164
39942,34,0.019813582
39942,35,0
39942,36,0
39942,37,0
39942,38,0
39942,39,0
39942,40,0
39942,41,0
39942,42,0
39942,43,0
39942,44,0
39942,45,0
39942,46,0
39942,47,0
39942,48,0
39943,1,0
39943,2,0
39943,3,0
39943,4,0
39943,5,0
39943,6,0
39943,7,0
39943,8,0
39943,9,0
39943,10,0
39943,11,0
39943,12,0
39943,13,0
39943,14,0.03282843
39943,15,0.06565686
39943,16,0.15543201
39943,17,0.24520716
39943,18,0.312354238
39943,19,0.379501316
39943,20,0.4033085555
39943,21,0.427115795
39943,22,0.4276184315
39943,23,0.428121068
39943,24,0.455018895
39943,25,0.481916722
39943,26,0.449486894
39943,27,0.417057066
39943,28,0.371519964
39943,29,0.325982862
39943,30,0.2854875985
39943,31,0.244992335
39943,32,0.1481191765
39943,33,0.051246018
39943,34,0.025623009
39943,35,0
39943,36,0
39943,37,0
39943,38,0
39943,39,0
39943,40,0
39943,41,0
39943,42,0
39943,43,0
39943,44,0
39943,45,0
39943,46,0
39943,47,0
39943,48,0
39944,1,0
39944,2,0
39944,3,0
39944,4,0
39944,5,0
39944,6,0
39944,7,0
39944,8,0
39944,9,0
39944,10,0
39944,11,0
39944,12,0
39944,13,0
39944,14,0.0307737515
39944,15,0.061547503
39944,16,0.1442900975
39944,17,0.227032692
39944,18,0.2691487055
39944,19,0.311264719
39944,20,0.3036222925
39944,21,0.295979866
39944,22,0.3809427215
39944,23,0.465905577
39944,24,0.4790610495
39944,25,0.492216522
39944,26,0.489113216
39944,27,0.48600991
39944,28,0.45149898
39944,29,0.41698805
39944,30,0.3440596375
39944,31,0.271131225
39944,32,0.161936461
39944,33,0.052741697
39944,34,0.0263708485
39944,35,0
39944,36,0
39944,37,0
39944,38,0
39944,39,0
39944,40,0
39944,41,0
39944,42,0
39944,43,0
39944,44,0
39944,45,0
39944,46,0
39944,47,0
39944,48,0
39945,1,0
39945,2,0
39945,3,0
39945,4,0
39945,5,0
39945,6,0
39945,7,0
39945,8,0
39945,9,0
39945,10,0
39945,11,0
39945,12,0
39945,13,0
39945,14,0.024345032
39945,15,0.048690064
39945,16,0.138036673
39945,17,0.227383282
39945,18,0.267992601
39945,19,0.30860192
39945,20,0.356085251
39945,21,0.403568582
39945,22,0.4277301375
39945,23,0.451891693
39945,24,0.434894715
39945,25,0.417897737
39945,26,0.396741633
39945,27,0.375585529
39945,28,0.356378732
39945,29,0.337171935
39945,30,0.2757604235
39945,31,0.214348912
39945,32,0.125874939
39945,33,0.037400966
39945,34,0.018700483
39945,35,0
39945,36,0
39945,37,0
39945,38,0
39945,39,0
39945,40,0
39945,41,0
39945,42,0
39945,43,0
39945,44,0
39945,45,0
39945,46,0
39945,47,0
39945,48,0
39946,1,0
39946,2,0
39946,3,0
39946,4,0
39946,5,0
39946,6,0
39946,7,0
39946,8,0
39946,9,0
39946,10,0
39946,11,0
39946,12,0
39946,13,0
39946,14,0.02182037
39946,15,0.04364074
39946,16,0.1374221925
39946,17,0.231203645
39946,18,0.2628172655
39946,19,0.294430886
39946,20,0.3403986115
39946,21,0.386366337
39946,22,0.3794625955
39946,23,0.372558854
39946,24,0.3583663545
39946,25,0.344173855
39946,26,0.3209819305
39946,27,0.297790006
39946,28,0.266743016
39946,29,0.235696026
39946,30,0.201203808
39946,31,0.16671159
39946,32,0.0992478065
39946,33,0.031784023
39946,34,0.0158920115
39946,35,0
39946,36,0
39946,37,0
39946,38,0
39946,39,0
39946,40,0
39946,41,0
39946,42,0
39946,43,0
39946,44,0
39946,45,0
39946,46,0
39946,47,0
39946,48,0
39947,1,0
39947,2,0
39947,3,0
39947,4,0
39947,5,0
39947,6,0
39947,7,0
39947,8,0
39947,9,0
39947,10,0
39947,11,0
39947,12,0
39947,13,0
39947,14,0.012052118
39947,15,0.024104236
39947,16,0.112624415
39947,17,0.201144594
39947,18,0.264962443
39947,19,0.328780292
39947,20,0.3421568275
39947,21,0.355533363
39947,22,0.372644882
39947,23,0.389756401
39947,24,0.398068011
39947,25,0.406379621
39947,26,0.360923767
39947,27,0.315467913
39947,28,0.276725357
39947,29,0.237982801
39947,30,0.1977799655
39947,31,0.15757713
39947,32,0.0923641055
39947,33,0.027151081
39947,34,0.0135755405
39947,35,0
39947,36,0
39947,37,0
39947,38,0
39947,39,0
39947,40,0
39947,41,0
39947,42,0
39947,43,0
39947,44,0
39947,45,0
39947,46,0
39947,47,0
39947,48,0
39948,1,0
39948,2,0
39948,3,0
39948,4,0
39948,5,0
39948,6,0
39948,7,0
39948,8,0
39948,9,0
39948,10,0
39948,11,0
39948,12,0
39948,13,0
39948,14,0.0108052875
39948,15,0.021610575
39948,16,0.073998385
39948,17,0.126386195
39948,18,0.1641832185
39948,19,0.201980242
39948,20,0.239232952
39948,21,0.276485662
39948,22,0.2970732725
39948,23,0.317660883
39948,24,0.318897345
39948,25,0.320133807
39948,26,0.297713456
39948,27,0.275293105
39948,28,0.2380442835
39948,29,0.200795462
39948,30,0.158557592
39948,31,0.116319722
39948,32,0.0673619115
39948,33,0.018404101
39948,34,0.0092020505
39948,35,0
39948,36,0
39948,37,0
39948,38,0
39948,39,0
39948,40,0
39948,41,0
39948,42,0
39948,43,0
39948,44,0
39948,45,0
39948,46,0
39948,47,0
39948,48,0
39949,1,0
39949,2,0
39949,3,0
39949,4,0
39949,5,0
39949,6,0
39949,7,0
39949,8,0
39949,9,0
39949,10,0
39949,11,0
39949,12,0
39949,13,0
39949,14,0.010320796
39949,15,0.020641592
39949,16,0.100143391
39949,17,0.17964519
39949,18,0.249785731
39949,19,0.319926272
39949,20,0.3707846
39949,21,0.421642928
39949,22,0.460739557
39949,23,0.499836186
39949,24,0.462947999
39949,25,0.426059812
39949,26,0.389043151
39949,27,0.35202649
39949,28,0.351009876
39949,29,0.349993262
39949,30,0.2941532005
39949,31,0.238313139
39949,32,0.1411574675
39949,33,0.044001796
39949,34,0.022000898
39949,35,0
39949,36,0
39949,37,0
39949,38,0
39949,39,0
39949,40,0
39949,41,0
39949,42,0
39949,43,0
39949,44,0
39949,45,0
39949,46,0
39949,47,0
39949,48,0
39950,1,0
39950,2,0
39950,3,0
39950,4,0
39950,5,0
39950,6,0
39950,7,0
39950,8,0
39950,9,0
39950,10,0
39950,11,0
39950,12,0
39950,13,0
39950,14,0.0116299195
39950,15,0.023259839
39950,16,0.1194866815
39950,17,0.215713524
39950,18,0.292545816
39950,19,0.369378108
39950,20,0.4137714185
39950,21,0.458164729
39950,22,0.4680897985
39950,23,0.478014868
39950,24,0.4648282895
39950,25,0.451641711
