"Date","Period","Capacity"
38186,34,0.0502929075
38186,35,0.002902922
38186,36,0.001451461
38186,37,0
38186,38,0
38186,39,0
38186,40,0
38186,41,0
38186,42,0
38186,43,0
38186,44,0
38186,45,0
38186,46,0
38186,47,0
38186,48,0
38187,1,0
38187,2,0
38187,3,0
38187,4,0
38187,5,0
38187,6,0
38187,7,0
38187,8,0
38187,9,0
38187,10,0
38187,11,0
38187,12,0
38187,13,0
38187,14,0
38187,15,0
38187,16,0.0241564685
38187,17,0.048312937
38187,18,0.0827990635
38187,19,0.11728519
38187,20,0.1668870475
38187,21,0.216488905
38187,22,0.2395407715
38187,23,0.262592638
38187,24,0.2856879235
38187,25,0.308783209
38187,26,0.2662716475
38187,27,0.223760086
38187,28,0.236021991
38187,29,0.248283896
38187,30,0.245586102
38187,31,0.242888308
38187,32,0.174676855
38187,33,0.106465402
38187,34,0.0551211405
38187,35,0.003776879
38187,36,0.0018884395
38187,37,0
38187,38,0
38187,39,0
38187,40,0
38187,41,0
38187,42,0
38187,43,0
38187,44,0
38187,45,0
38187,46,0
38187,47,0
38187,48,0
38188,1,0
38188,2,0
38188,3,0
38188,4,0
38188,5,0
38188,6,0
38188,7,0
38188,8,0
38188,9,0
38188,10,0
38188,11,0
38188,12,0
38188,13,0
38188,14,0
38188,15,0
38188,16,0.030272678
38188,17,0.060545356
38188,18,0.125554126
38188,19,0.190562896
38188,20,0.259088438
38188,21,0.32761398
38188,22,0.326878292
38188,23,0.326142604
38188,24,0.3039361875
38188,25,0.281729771
38188,26,0.3059046115
38188,27,0.330079452
38188,28,0.3319781305
38188,29,0.333876809
38188,30,0.292527104
38188,31,0.251177399
38188,32,0.1759274605
38188,33,0.100677522
38188,34,0.0518238445
38188,35,0.002970167
38188,36,0.0014850835
38188,37,0
38188,38,0
38188,39,0
38188,40,0
38188,41,0
38188,42,0
38188,43,0
38188,44,0
38188,45,0
38188,46,0
38188,47,0
38188,48,0
38189,1,0
38189,2,0
38189,3,0
38189,4,0
38189,5,0
38189,6,0
38189,7,0
38189,8,0
38189,9,0
38189,10,0
38189,11,0
38189,12,0
38189,13,0
38189,14,0
38189,15,0
38189,16,0.0325975245
38189,17,0.065195049
38189,18,0.14429904
38189,19,0.223403031
38189,20,0.279288852
38189,21,0.335174673
38189,22,0.339171789
38189,23,0.343168905
38189,24,0.327866068
38189,25,0.312563231
38189,26,0.3198122165
38189,27,0.327061202
38189,28,0.30584402
38189,29,0.284626838
38189,30,0.253037843
38189,31,0.221448848
38189,32,0.1619575625
38189,33,0.102466277
38189,34,0.0533521675
38189,35,0.004238058
38189,36,0.002119029
38189,37,0
38189,38,0
38189,39,0
38189,40,0
38189,41,0
38189,42,0
38189,43,0
38189,44,0
38189,45,0
38189,46,0
38189,47,0
38189,48,0
38190,1,0
38190,2,0
38190,3,0
38190,4,0
38190,5,0
38190,6,0
38190,7,0
38190,8,0
38190,9,0
38190,10,0
38190,11,0
38190,12,0
38190,13,0
38190,14,0
38190,15,0
38190,16,0.035291321
38190,17,0.070582642
38190,18,0.16949062
38190,19,0.268398598
38190,20,0.3408290725
38190,21,0.413259547
38190,22,0.457317739
38190,23,0.501375931
38190,24,0.5062207655
38190,25,0.5110656
38190,26,0.4731995195
38190,27,0.435333439
38190,28,0.4081580885
38190,29,0.380982738
38190,30,0.336197444
38190,31,0.29141215
38190,32,0.207903498
38190,33,0.124394846
38190,34,0.0651144495
38190,35,0.005834053
38190,36,0.0029170265
38190,37,0
38190,38,0
38190,39,0
38190,40,0
38190,41,0
38190,42,0
38190,43,0
38190,44,0
38190,45,0
38190,46,0
38190,47,0
38190,48,0
38191,1,0
38191,2,0
38191,3,0
38191,4,0
38191,5,0
38191,6,0
38191,7,0
38191,8,0
38191,9,0
38191,10,0
38191,11,0
38191,12,0
38191,13,0
38191,14,0
38191,15,0
38191,16,0.027779179
38191,17,0.055558358
38191,18,0.093088575
38191,19,0.130618792
38191,20,0.1726291755
38191,21,0.214639559
38191,22,0.2131290565
38191,23,0.211618554
38191,24,0.208796579
38191,25,0.205974604
38191,26,0.205639162
38191,27,0.20530372
38191,28,0.1879305545
38191,29,0.170557389
38191,30,0.144522955
38191,31,0.118488521
38191,32,0.0908822715
38191,33,0.063276022
38191,34,0.031966553
38191,35,0.000657084
38191,36,0.000328542
38191,37,0
38191,38,0
38191,39,0
38191,40,0
38191,41,0
38191,42,0
38191,43,0
38191,44,0
38191,45,0
38191,46,0
38191,47,0
38191,48,0
38192,1,0
38192,2,0
38192,3,0
38192,4,0
38192,5,0
38192,6,0
38192,7,0
38192,8,0
38192,9,0
38192,10,0
38192,11,0
38192,12,0
38192,13,0
38192,14,0
38192,15,0
38192,16,0.0072434685
38192,17,0.014486937
38192,18,0.028913007
38192,19,0.043339077
38192,20,0.0599678625
38192,21,0.076596648
38192,22,0.086553877
38192,23,0.096511106
38192,24,0.121637108
38192,25,0.14676311
38192,26,0.173993585
38192,27,0.20122406
38192,28,0.1857680015
38192,29,0.170311943
38192,30,0.1499694545
38192,31,0.129626966
38192,32,0.1076826175
38192,33,0.085738269
38192,34,0.044833468
38192,35,0.003928667
38192,36,0.0019643335
38192,37,0
38192,38,0
38192,39,0
38192,40,0
38192,41,0
38192,42,0
38192,43,0
38192,44,0
38192,45,0
38192,46,0
38192,47,0
38192,48,0
38193,1,0
38193,2,0
38193,3,0
38193,4,0
38193,5,0
38193,6,0
38193,7,0
38193,8,0
38193,9,0
38193,10,0
38193,11,0
38193,12,0
38193,13,0
38193,14,0
38193,15,0
38193,16,0.0152580735
38193,17,0.030516147
38193,18,0.080332555
38193,19,0.130148963
38193,20,0.192789889
38193,21,0.255430815
38193,22,0.2869322435
38193,23,0.318433672
38193,24,0.2907858995
38193,25,0.263138127
38193,26,0.2224086775
38193,27,0.181679228
38193,28,0.168390745
38193,29,0.155102262
38193,30,0.145962861
38193,31,0.13682346
38193,32,0.1161572745
38193,33,0.095491089
38193,34,0.049565909
38193,35,0.003640729
38193,36,0.0018203645
38193,37,0
38193,38,0
38193,39,0
38193,40,0
38193,41,0
38193,42,0
38193,43,0
38193,44,0
38193,45,0
38193,46,0
38193,47,0
38193,48,0
38194,1,0
38194,2,0
38194,3,0
38194,4,0
38194,5,0
38194,6,0
38194,7,0
38194,8,0
38194,9,0
38194,10,0
38194,11,0
38194,12,0
38194,13,0
38194,14,0
38194,15,0
38194,16,0.0170331295
38194,17,0.034066259
38194,18,0.116298733
38194,19,0.198531207
38194,20,0.2472761115
38194,21,0.296021016
38194,22,0.249268189
38194,23,0.202515362
38194,24,0.174111326
38194,25,0.14570729
38194,26,0.141345003
38194,27,0.136982716
38194,28,0.141074041
38194,29,0.145165366
38194,30,0.133927041
38194,31,0.122688716
38194,32,0.1017117145
38194,33,0.080734713
38194,34,0.0417112675
38194,35,0.002687822
38194,36,0.001343911
38194,37,0
38194,38,0
38194,39,0
38194,40,0
38194,41,0
38194,42,0
38194,43,0
38194,44,0
38194,45,0
38194,46,0
38194,47,0
38194,48,0
38195,1,0
38195,2,0
38195,3,0
38195,4,0
38195,5,0
38195,6,0
38195,7,0
38195,8,0
38195,9,0
38195,10,0
38195,11,0
38195,12,0
38195,13,0
38195,14,0
38195,15,0
38195,16,0.0767985935
38195,17,0.153597187
38195,18,0.2502884485
38195,19,0.34697971
38195,20,0.388535411
38195,21,0.430091112
38195,22,0.429088998
38195,23,0.428086884
38195,24,0.451523039
38195,25,0.474959194
38195,26,0.464637604
38195,27,0.454316014
38195,28,0.426742604
38195,29,0.399169194
38195,30,0.32496244
38195,31,0.250755686
38195,32,0.1859483595
38195,33,0.121141033
38195,34,0.0631545535
38195,35,0.005168074
38195,36,0.002584037
38195,37,0
38195,38,0
38195,39,0
38195,40,0
38195,41,0
38195,42,0
38195,43,0
38195,44,0
38195,45,0
38195,46,0
38195,47,0
38195,48,0
38196,1,0
38196,2,0
38196,3,0
38196,4,0
38196,5,0
38196,6,0
38196,7,0
38196,8,0
38196,9,0
38196,10,0
38196,11,0
38196,12,0
38196,13,0
38196,14,0
38196,15,0
38196,16,0.042041173
38196,17,0.084082346
38196,18,0.1451000835
38196,19,0.206117821
38196,20,0.227956393
38196,21,0.249794965
38196,22,0.2674953105
38196,23,0.285195656
38196,24,0.287626538
38196,25,0.29005742
38196,26,0.324259559
38196,27,0.358461698
38196,28,0.3309751255
38196,29,0.303488553
38196,30,0.2577878205
38196,31,0.212087088
38196,32,0.1657089095
38196,33,0.119330731
38196,34,0.062805169
38196,35,0.006279607
38196,36,0.0031398035
38196,37,0
38196,38,0
38196,39,0
38196,40,0
38196,41,0
38196,42,0
38196,43,0
38196,44,0
38196,45,0
38196,46,0
38196,47,0
38196,48,0
38197,1,0
38197,2,0
38197,3,0
38197,4,0
38197,5,0
38197,6,0
38197,7,0
38197,8,0
38197,9,0
38197,10,0
38197,11,0
38197,12,0
38197,13,0
38197,14,0
38197,15,0
38197,16,0.0337512725
38197,17,0.067502545
38197,18,0.130544519
38197,19,0.193586493
38197,20,0.2418817385
38197,21,0.290176984
38197,22,0.322481092
38197,23,0.3547852
38197,24,0.389183533
38197,25,0.423581866
38197,26,0.418191543
38197,27,0.41280122
38197,28,0.378656757
38197,29,0.344512294
38197,30,0.2749943585
38197,31,0.205476423
38197,32,0.154537495
38197,33,0.103598567
38197,34,0.0541380705
38197,35,0.004677574
38197,36,0.002338787
38197,37,0
38197,38,0
38197,39,0
38197,40,0
38197,41,0
38197,42,0
38197,43,0
38197,44,0
38197,45,0
38197,46,0
38197,47,0
38197,48,0
38198,1,0
38198,2,0
38198,3,0
38198,4,0
38198,5,0
38198,6,0
38198,7,0
38198,8,0
38198,9,0
38198,10,0
38198,11,0
38198,12,0
38198,13,0
38198,14,0
38198,15,0
38198,16,0.0554134315
38198,17,0.110826863
38198,18,0.2187603125
38198,19,0.326693762
38198,20,0.396417856
38198,21,0.46614195
38198,22,0.4923991885
38198,23,0.518656427
38198,24,0.4704667315
38198,25,0.422277036
38198,26,0.3688608095
38198,27,0.315444583
38198,28,0.2891551855
38198,29,0.262865788
38198,30,0.248853605
38198,31,0.234841422
38198,32,0.1850944845
38198,33,0.135347547
38198,34,0.0710655385
38198,35,0.00678353
38198,36,0.003391765
38198,37,0
38198,38,0
38198,39,0
38198,40,0
38198,41,0
38198,42,0
38198,43,0
38198,44,0
38198,45,0
38198,46,0
38198,47,0
38198,48,0
38199,1,0
38199,2,0
38199,3,0
38199,4,0
38199,5,0
38199,6,0
38199,7,0
38199,8,0
38199,9,0
38199,10,0
38199,11,0
38199,12,0
38199,13,0
38199,14,0
38199,15,0
38199,16,0.07112613
38199,17,0.14225226
38199,18,0.241130983
38199,19,0.340009706
38199,20,0.4046413325
38199,21,0.469272959
38199,22,0.5014754865
38199,23,0.533678014
38199,24,0.535720072
38199,25,0.53776213
38199,26,0.518974372
38199,27,0.500186614
38199,28,0.469718082
38199,29,0.43924955
38199,30,0.3690817915
38199,31,0.298914033
38199,32,0.2161124745
38199,33,0.133310916
38199,34,0.0696442685
38199,35,0.005977621
38199,36,0.0029888105
38199,37,0
38199,38,0
38199,39,0
38199,40,0
38199,41,0
38199,42,0
38199,43,0
38199,44,0
38199,45,0
38199,46,0
38199,47,0
38199,48,0
38200,1,0
38200,2,0
38200,3,0
38200,4,0
38200,5,0
38200,6,0
38200,7,0
38200,8,0
38200,9,0
38200,10,0
38200,11,0
38200,12,0
38200,13,0
38200,14,0
38200,15,0
38200,16,0.046123944
38200,17,0.092247888
38200,18,0.188216624
38200,19,0.28418536
38200,20,0.350250858
38200,21,0.416316356
38200,22,0.4570799895
38200,23,0.497843623
38200,24,0.484191913
38200,25,0.470540203
38200,26,0.4290652635
38200,27,0.387590324
38200,28,0.3736721075
38200,29,0.359753891
38200,30,0.307643224
38200,31,0.255532557
38200,32,0.199347252
38200,33,0.143161947
38200,34,0.0759372255
38200,35,0.008712504
38200,36,0.004356252
38200,37,0
38200,38,0
38200,39,0
38200,40,0
38200,41,0
38200,42,0
38200,43,0
38200,44,0
38200,45,0
38200,46,0
38200,47,0
38200,48,0
38201,1,0
38201,2,0
38201,3,0
38201,4,0
38201,5,0
38201,6,0
38201,7,0
38201,8,0
38201,9,0
38201,10,0
38201,11,0
38201,12,0
38201,13,0
38201,14,0
38201,15,0
38201,16,0.0143270655
38201,17,0.028654131
38201,18,0.1078159515
38201,19,0.186977772
38201,20,0.203380707
38201,21,0.219783642
38201,22,0.2172738205
38201,23,0.214763999
38201,24,0.265786625
38201,25,0.316809251
38201,26,0.342071962
38201,27,0.367334673
38201,28,0.3727987915
38201,29,0.37826291
38201,30,0.316049448
38201,31,0.253835986
38201,32,0.1826460725
38201,33,0.111456159
38201,34,0.059058005
38201,35,0.006659851
38201,36,0.0033299255
38201,37,0
38201,38,0
38201,39,0
38201,40,0
38201,41,0
38201,42,0
38201,43,0
38201,44,0
38201,45,0
38201,46,0
38201,47,0
38201,48,0
38202,1,0
38202,2,0
38202,3,0
38202,4,0
38202,5,0
38202,6,0
38202,7,0
38202,8,0
38202,9,0
38202,10,0
38202,11,0
38202,12,0
38202,13,0
38202,14,0
38202,15,0
38202,16,0.06017991
38202,17,0.12035982
38202,18,0.210104488
38202,19,0.299849156
38202,20,0.2945293885
38202,21,0.289209621
38202,22,0.2768835595
38202,23,0.264557498
38202,24,0.3122952665
38202,25,0.360033035
38202,26,0.396255684
38202,27,0.432478333
38202,28,0.4186240295
38202,29,0.404769726
38202,30,0.355992905
38202,31,0.307216084
38202,32,0.2345562035
38202,33,0.161896323
38202,34,0.086260047
38202,35,0.010623771
38202,36,0.0053118855
38202,37,0
38202,38,0
38202,39,0
38202,40,0
38202,41,0
38202,42,0
38202,43,0
38202,44,0
38202,45,0
38202,46,0
38202,47,0
38202,48,0
38203,1,0
38203,2,0
38203,3,0
38203,4,0
38203,5,0
38203,6,0
38203,7,0
38203,8,0
38203,9,0
38203,10,0
38203,11,0
38203,12,0
38203,13,0
38203,14,0
38203,15,0
38203,16,0.044705099
38203,17,0.089410198
38203,18,0.2052477455
38203,19,0.321085293
38203,20,0.3879371885
38203,21,0.454789084
38203,22,0.385628705
38203,23,0.316468326
38203,24,0.320661312
38203,25,0.324854298
38203,26,0.343629986
38203,27,0.362405674
38203,28,0.314966491
38203,29,0.267527308
38203,30,0.209983628
38203,31,0.152439948
38203,32,0.1251372575
38203,33,0.097834567
38203,34,0.051809745
38203,35,0.005784923
38203,36,0.0028924615
38203,37,0
38203,38,0
38203,39,0
38203,40,0
38203,41,0
38203,42,0
38203,43,0
38203,44,0
38203,45,0
38203,46,0
38203,47,0
38203,48,0
38204,1,0
38204,2,0
38204,3,0
38204,4,0
38204,5,0
38204,6,0
38204,7,0
38204,8,0
38204,9,0
38204,10,0
38204,11,0
38204,12,0
38204,13,0
38204,14,0
38204,15,0
38204,16,0.05240798
38204,17,0.10481596
38204,18,0.168267237
38204,19,0.231718514
38204,20,0.2602315825
38204,21,0.288744651
38204,22,0.319112413
38204,23,0.349480175
38204,24,0.344340482
38204,25,0.339200789
38204,26,0.2794339245
38204,27,0.21966706
38204,28,0.196976962
38204,29,0.174286864
38204,30,0.180327658
38204,31,0.186368452
38204,32,0.1429591105
38204,33,0.099549769
38204,34,0.0518526275
38204,35,0.004155486
38204,36,0.002077743
38204,37,0
38204,38,0
38204,39,0
38204,40,0
38204,41,0
38204,42,0
38204,43,0
38204,44,0
38204,45,0
38204,46,0
38204,47,0
38204,48,0
38205,1,0
38205,2,0
38205,3,0
38205,4,0
38205,5,0
38205,6,0
38205,7,0
38205,8,0
38205,9,0
38205,10,0
38205,11,0
38205,12,0
38205,13,0
38205,14,0
38205,15,0
38205,16,0.086842012
38205,17,0.173684024
38205,18,0.2676190865
38205,19,0.361554149
38205,20,0.401063499
38205,21,0.440572849
38205,22,0.412293561
38205,23,0.384014273
38205,24,0.339100343
38205,25,0.294186413
38205,26,0.2878690675
38205,27,0.281551722
38205,28,0.293397018
38205,29,0.305242314
38205,30,0.2903304885
38205,31,0.275418663
38205,32,0.2181751075
38205,33,0.160931552
38205,34,0.0861271825
38205,35,0.011322813
38205,36,0.0056614065
38205,37,0
38205,38,0
38205,39,0
38205,40,0
38205,41,0
38205,42,0
38205,43,0
38205,44,0
38205,45,0
38205,46,0
38205,47,0
38205,48,0
38206,1,0
38206,2,0
38206,3,0
38206,4,0
38206,5,0
38206,6,0
38206,7,0
38206,8,0
38206,9,0
38206,10,0
38206,11,0
38206,12,0
38206,13,0
38206,14,0.0088251985
38206,15,0.017650397
38206,16,0.0410436235
38206,17,0.06443685
38206,18,0.1185497
38206,19,0.17266255
38206,20,0.21689628
38206,21,0.26113001
38206,22,0.275593796
38206,23,0.290057582
38206,24,0.323197663
38206,25,0.356337744
38206,26,0.352709363
38206,27,0.349080982
38206,28,0.287501385
38206,29,0.225921788
38206,30,0.1837972685
38206,31,0.141672749
38206,32,0.129979986
38206,33,0.118287223
38206,34,0.063796715
38206,35,0.009306207
38206,36,0.0046531035
38206,37,0
38206,38,0
38206,39,0
38206,40,0
38206,41,0
38206,42,0
38206,43,0
38206,44,0
38206,45,0
38206,46,0
38206,47,0
38206,48,0
38207,1,0
38207,2,0
38207,3,0
38207,4,0
38207,5,0
38207,6,0
38207,7,0
38207,8,0
38207,9,0
38207,10,0
38207,11,0
38207,12,0
38207,13,0
38207,14,0.0086324875
38207,15,0.017264975
38207,16,0.056224876
38207,17,0.095184777
38207,18,0.161301859
38207,19,0.227418941
38207,20,0.2826530755
38207,21,0.33788721
38207,22,0.4069596175
38207,23,0.476032025
38207,24,0.4199009125
38207,25,0.3637698
38207,26,0.307917102
38207,27,0.252064404
38207,28,0.258610022
38207,29,0.26515564
38207,30,0.2352045685
38207,31,0.205253497
38207,32,0.158711526
38207,33,0.112169555
38207,34,0.059606361
38207,35,0.007043167
38207,36,0.0035215835
38207,37,0
38207,38,0
38207,39,0
38207,40,0
38207,41,0
38207,42,0
38207,43,0
38207,44,0
38207,45,0
38207,46,0
38207,47,0
38207,48,0
38208,1,0
38208,2,0
38208,3,0
38208,4,0
38208,5,0
38208,6,0
38208,7,0
38208,8,0
38208,9,0
38208,10,0
38208,11,0
38208,12,0
38208,13,0
38208,14,0.009832659
38208,15,0.019665318
38208,16,0.1071324305
38208,17,0.194599543
38208,18,0.2892496375
38208,19,0.383899732
38208,20,0.434353034
38208,21,0.484806336
38208,22,0.429934853
38208,23,0.37506337
38208,24,0.3660288705
38208,25,0.356994371
38208,26,0.3490749065
38208,27,0.341155442
38208,28,0.3240828055
38208,29,0.307010169
38208,30,0.257765706
38208,31,0.208521243
38208,32,0.1697699385
38208,33,0.131018634
38208,34,0.0703900935
38208,35,0.009761553
38208,36,0.0048807765
38208,37,0
38208,38,0
38208,39,0
38208,40,0
38208,41,0
38208,42,0
38208,43,0
38208,44,0
38208,45,0
38208,46,0
38208,47,0
38208,48,0
38209,1,0
38209,2,0
38209,3,0
38209,4,0
38209,5,0
38209,6,0
38209,7,0
38209,8,0
38209,9,0
38209,10,0
38209,11,0
38209,12,0
38209,13,0
38209,14,0.0103570055
38209,15,0.020714011
38209,16,0.0795240675
38209,17,0.138334124
38209,18,0.197777171
38209,19,0.257220218
38209,20,0.282076473
38209,21,0.306932728
38209,22,0.3221805625
38209,23,0.337428397
38209,24,0.400667546
38209,25,0.463906695
38209,26,0.4789224495
38209,27,0.493938204
38209,28,0.4294484175
38209,29,0.364958631
38209,30,0.3093448175
38209,31,0.253731004
38209,32,0.1998217805
38209,33,0.145912557
38209,34,0.0780367165
38209,35,0.010160876
38209,36,0.005080438
38209,37,0
38209,38,0
38209,39,0
38209,40,0
38209,41,0
38209,42,0
38209,43,0
38209,44,0
38209,45,0
38209,46,0
38209,47,0
38209,48,0
38210,1,0
38210,2,0
38210,3,0
38210,4,0
38210,5,0
38210,6,0
38210,7,0
38210,8,0
38210,9,0
38210,10,0
38210,11,0
38210,12,0
38210,13,0
38210,14,0.0113715135
38210,15,0.022743027
38210,16,0.083840222
38210,17,0.144937417
38210,18,0.205753541
38210,19,0.266569665
38210,20,0.2746985275
38210,21,0.28282739
38210,22,0.335601651
38210,23,0.388375912
38210,24,0.372137547
38210,25,0.355899182
38210,26,0.336475939
38210,27,0.317052696
38210,28,0.293243027
38210,29,0.269433358
38210,30,0.2445781555
38210,31,0.219722953
38210,32,0.1697142065
38210,33,0.11970546
38210,34,0.062721244
38210,35,0.005737028
38210,36,0.002868514
38210,37,0
38210,38,0
38210,39,0
38210,40,0
38210,41,0
38210,42,0
38210,43,0
38210,44,0
38210,45,0
38210,46,0
38210,47,0
38210,48,0
38211,1,0
38211,2,0
38211,3,0
38211,4,0
38211,5,0
38211,6,0
38211,7,0
38211,8,0
38211,9,0
38211,10,0
38211,11,0
38211,12,0
38211,13,0
38211,14,0.0130068445
38211,15,0.026013689
38211,16,0.101218977
38211,17,0.176424265
38211,18,0.2667484435
38211,19,0.357072622
38211,20,0.410575929
38211,21,0.464079236
38211,22,0.4842754295
38211,23,0.504471623
38211,24,0.481193023
38211,25,0.457914423
38211,26,0.440121732
38211,27,0.422329041
38211,28,0.3890538435
38211,29,0.355778646
38211,30,0.3057687655
38211,31,0.255758885
38211,32,0.195986512
38211,33,0.136214139
38211,34,0.0721862275
38211,35,0.008158316
38211,36,0.004079158
38211,37,0
38211,38,0
38211,39,0
38211,40,0
38211,41,0
38211,42,0
38211,43,0
38211,44,0
38211,45,0
38211,46,0
38211,47,0
38211,48,0
38212,1,0
38212,2,0
38212,3,0
38212,4,0
38212,5,0
38212,6,0
38212,7,0
38212,8,0
38212,9,0
38212,10,0
38212,11,0
38212,12,0
38212,13,0
38212,14,0.0134970065
38212,15,0.026994013
38212,16,0.061152309
38212,17,0.095310605
38212,18,0.126866374
38212,19,0.158422143
38212,20,0.178275126
38212,21,0.198128109
38212,22,0.2624110165
38212,23,0.326693924
38212,24,0.3675546015
38212,25,0.408415279
38212,26,0.4226726645
38212,27,0.43693005
38212,28,0.393404061
38212,29,0.349878072
38212,30,0.292597821
38212,31,0.23531757
38212,32,0.175906399
38212,33,0.116495228
38212,34,0.060776464
38212,35,0.0050577
38212,36,0.00252885
38212,37,0
38212,38,0
38212,39,0
38212,40,0
38212,41,0
38212,42,0
38212,43,0
38212,44,0
38212,45,0
38212,46,0
38212,47,0
38212,48,0
38213,1,0
38213,2,0
38213,3,0
38213,4,0
38213,5,0
38213,6,0
38213,7,0
38213,8,0
38213,9,0
38213,10,0
38213,11,0
38213,12,0
38213,13,0
38213,14,0.002804632
38213,15,0.005609264
38213,16,0.015977229
38213,17,0.026345194
38213,18,0.1222254805
38213,19,0.218105767
38213,20,0.226049695
38213,21,0.233993623
38213,22,0.2633062125
38213,23,0.292618802
38213,24,0.280771157
38213,25,0.268923512
38213,26,0.2346654795
38213,27,0.200407447
38213,28,0.189831906
38213,29,0.179256365
38213,30,0.172323543
38213,31,0.165390721
38213,32,0.132371419
38213,33,0.099352117
38213,34,0.051856635
38213,35,0.004361153
38213,36,0.0021805765
38213,37,0
38213,38,0
38213,39,0
38213,40,0
38213,41,0
38213,42,0
38213,43,0
38213,44,0
38213,45,0
38213,46,0
38213,47,0
38213,48,0
38214,1,0
38214,2,0
38214,3,0
38214,4,0
38214,5,0
38214,6,0
38214,7,0
38214,8,0
38214,9,0
38214,10,0
38214,11,0
38214,12,0
38214,13,0
38214,14,0.0151168655
38214,15,0.030233731
38214,16,0.080955387
38214,17,0.131677043
38214,18,0.1700969555
38214,19,0.208516868
38214,20,0.230634179
38214,21,0.25275149
38214,22,0.293983252
38214,23,0.335215014
38214,24,0.3311658115
38214,25,0.327116609
38214,26,0.305060133
38214,27,0.283003657
38214,28,0.2801564895
38214,29,0.277309322
38214,30,0.2506552395
38214,31,0.224001157
38214,32,0.188464297
38214,33,0.152927437
38214,34,0.0826166235
38214,35,0.01230581
38214,36,0.006152905
38214,37,0
38214,38,0
38214,39,0
38214,40,0
38214,41,0
38214,42,0
38214,43,0
38214,44,0
38214,45,0
38214,46,0
38214,47,0
38214,48,0
38215,1,0
38215,2,0
38215,3,0
38215,4,0
38215,5,0
38215,6,0
38215,7,0
38215,8,0
38215,9,0
38215,10,0
38215,11,0
38215,12,0
38215,13,0
38215,14,0.01019459
38215,15,0.02038918
38215,16,0.076596583
38215,17,0.132803986
38215,18,0.212855097
38215,19,0.292906208
38215,20,0.3527967675
38215,21,0.412687327
38215,22,0.4183119165
38215,23,0.423936506
38215,24,0.390263655
38215,25,0.356590804
38215,26,0.3285654665
38215,27,0.300540129
38215,28,0.2820419645
38215,29,0.2635438
38215,30,0.251297124
38215,31,0.239050448
38215,32,0.192129778
38215,33,0.145209108
38215,34,0.0771543875
38215,35,0.009099667
38215,36,0.0045498335
38215,37,0
38215,38,0
38215,39,0
38215,40,0
38215,41,0
38215,42,0
38215,43,0
38215,44,0
38215,45,0
38215,46,0
38215,47,0
38215,48,0
38216,1,0
38216,2,0
38216,3,0
38216,4,0
38216,5,0
38216,6,0
38216,7,0
38216,8,0
38216,9,0
38216,10,0
38216,11,0
38216,12,0
38216,13,0
38216,14,0.0011018155
38216,15,0.002203631
38216,16,0.0899546985
38216,17,0.177705766
38216,18,0.2459101225
38216,19,0.314114479
38216,20,0.3468090315
38216,21,0.379503584
38216,22,0.439364496
38216,23,0.499225408
38216,24,0.5091668405
38216,25,0.519108273
38216,26,0.4874864715
38216,27,0.45586467
38216,28,0.404533434
38216,29,0.353202198
38216,30,0.311316239
38216,31,0.26943028
38216,32,0.218040153
38216,33,0.166650026
38216,34,0.090028874
38216,35,0.013407722
38216,36,0.006703861
38216,37,0
38216,38,0
38216,39,0
38216,40,0
38216,41,0
38216,42,0
38216,43,0
38216,44,0
38216,45,0
38216,46,0
38216,47,0
38216,48,0
38217,1,0
38217,2,0
38217,3,0
38217,4,0
38217,5,0
38217,6,0
38217,7,0
38217,8,0
38217,9,0
38217,10,0
38217,11,0
38217,12,0
38217,13,0
38217,14,0
38217,15,0
38217,16,0.0146607015
38217,17,0.029321403
38217,18,0.0637786185
38217,19,0.098235834
38217,20,0.1534291425
38217,21,0.208622451
38217,22,0.260862329
38217,23,0.313102207
38217,24,0.3446220315
38217,25,0.376141856
38217,26,0.378377848
38217,27,0.38061384
38217,28,0.350178034
38217,29,0.319742228
38217,30,0.2879823125
38217,31,0.256222397
38217,32,0.2057580775
38217,33,0.155293758
38217,34,0.083940394
38217,35,0.01258703
38217,36,0.006293515
38217,37,0
38217,38,0
38217,39,0
38217,40,0
38217,41,0
38217,42,0
38217,43,0
38217,44,0
38217,45,0
38217,46,0
38217,47,0
38217,48,0
38218,1,0
38218,2,0
38218,3,0
38218,4,0
38218,5,0
38218,6,0
38218,7,0
38218,8,0
38218,9,0
38218,10,0
38218,11,0
38218,12,0
38218,13,0
38218,14,0.020943077
38218,15,0.041886154
38218,16,0.0800299685
38218,17,0.118173783
38218,18,0.210908042
38218,19,0.303642301
38218,20,0.3929960385
38218,21,0.482349776
38218,22,0.451382171
38218,23,0.420414566
38218,24,0.3147272015
38218,25,0.209039837
38218,26,0.2192101905
38218,27,0.229380544
38218,28,0.2548263545
38218,29,0.280272165
38218,30,0.278335657
38218,31,0.276399149
38218,32,0.225919682
38218,33,0.175440215
38218,34,0.0960656345
38218,35,0.016691054
38218,36,0.008345527
38218,37,0
38218,38,0
38218,39,0
38218,40,0
38218,41,0
38218,42,0
38218,43,0
38218,44,0
38218,45,0
38218,46,0
38218,47,0
38218,48,0
38219,1,0
38219,2,0
38219,3,0
38219,4,0
38219,5,0
38219,6,0
38219,7,0
38219,8,0
38219,9,0
38219,10,0
38219,11,0
38219,12,0
38219,13,0
38219,14,0.0166244515
38219,15,0.033248903
38219,16,0.1187685715
38219,17,0.20428824
38219,18,0.2657664185
