"Date","Period","Temp"
39934,35,14.5
39934,36,14.3
39934,37,14.1
39934,38,13.65
39934,39,13.2
39934,40,12.95
39934,41,12.7
39934,42,12.95
39934,43,13.2
39934,44,12.6
39934,45,12
39934,46,11.2
39934,47,10.4
39934,48,9.8
39935,1,9.2
39935,2,9.7
39935,3,10.2
39935,4,10.15
39935,5,10.1
39935,6,9.6
39935,7,9.1
39935,8,8.85
39935,9,8.6
39935,10,8.35
39935,11,8.1
39935,12,8.2
39935,13,8.3
39935,14,8.3
39935,15,8.3
39935,16,9.1
39935,17,9.9
39935,18,11.2
39935,19,12.5
39935,20,12.35
39935,21,12.2
39935,22,12.3
39935,23,12.4
39935,24,12.7
39935,25,13
39935,26,13.4
39935,27,13.8
39935,28,14.15
39935,29,14.5
39935,30,14.8
39935,31,15.1
39935,32,14.95
39935,33,14.8
39935,34,14.65
39935,35,14.5
39935,36,13.7
39935,37,12.9
39935,38,12.5
39935,39,12.1
39935,40,12.65
39935,41,13.2
39935,42,12.45
39935,43,11.7
39935,44,10.9
39935,45,10.1
39935,46,10.1
39935,47,10.1
39935,48,10.05
39936,1,10
39936,2,10.15
39936,3,10.3
39936,4,9.8
39936,5,9.3
39936,6,8.9
39936,7,8.5
39936,8,8.35
39936,9,8.2
39936,10,7.95
39936,11,7.7
39936,12,7.45
39936,13,7.2
39936,14,7.3
39936,15,7.4
39936,16,8.6
39936,17,9.8
39936,18,10.7
39936,19,11.6
39936,20,11.95
39936,21,12.3
39936,22,12.55
39936,23,12.8
39936,24,13.05
39936,25,13.3
39936,26,13.6
39936,27,13.9
39936,28,14.35
39936,29,14.8
39936,30,15.05
39936,31,15.3
39936,32,15.25
39936,33,15.2
39936,34,15.15
39936,35,15.1
39936,36,14.75
39936,37,14.4
39936,38,13.9
39936,39,13.4
39936,40,13.2
39936,41,13
39936,42,12.7
39936,43,12.4
39936,44,12.35
39936,45,12.3
39936,46,11.45
39936,47,10.6
39936,48,10.4
39937,1,10.2
39937,2,10.15
39937,3,10.1
39937,4,9.85
39937,5,9.6
39937,6,9.85
39937,7,10.1
39937,8,11.7
39937,9,13.3
39937,10,13.4
39937,11,13.5
39937,12,13.6
39937,13,13.7
39937,14,12.85
39937,15,12
39937,16,12.95
39937,17,13.9
39937,18,13.6
39937,19,13.3
39937,20,13.05
39937,21,12.8
39937,22,12.85
39937,23,12.9
39937,24,13.2
39937,25,13.5
39937,26,13.8
39937,27,14.1
39937,28,14.8
39937,29,15.5
39937,30,15.6
39937,31,15.7
39937,32,15.65
39937,33,15.6
39937,34,14.85
39937,35,14.1
39937,36,13.55
39937,37,13
39937,38,13
39937,39,13
39937,40,13
39937,41,13
39937,42,12.9
39937,43,12.8
39937,44,12.6
39937,45,12.4
39937,46,11.8
39937,47,11.2
39937,48,10.75
39938,1,10.3
39938,2,10.1
39938,3,9.9
39938,4,9.6
39938,5,9.3
39938,6,9.75
39938,7,10.2
39938,8,10.6
39938,9,11
39938,10,10.9
39938,11,10.8
39938,12,10.75
39938,13,10.7
39938,14,9.3
39938,15,7.9
39938,16,8.4
39938,17,8.9
39938,18,10.3
39938,19,11.7
39938,20,12.05
39938,21,12.4
39938,22,12.45
39938,23,12.5
39938,24,12.6
39938,25,12.7
39938,26,12.8
39938,27,12.9
39938,28,13
39938,29,13.1
39938,30,13.2
39938,31,13.3
39938,32,13.45
39938,33,13.6
39938,34,13.3
39938,35,13
39938,36,12.35
39938,37,11.7
39938,38,11.5
39938,39,11.3
39938,40,11.15
39938,41,11
39938,42,11.05
39938,43,11.1
39938,44,10.7
39938,45,10.3
39938,46,9.5
39938,47,8.7
39938,48,8.65
39939,1,8.6
39939,2,9
39939,3,9.4
39939,4,9.55
39939,5,9.7
39939,6,9.7
39939,7,9.7
39939,8,9.8
39939,9,9.9
39939,10,9.8
39939,11,9.7
39939,12,10.1
39939,13,10.5
39939,14,10.7
39939,15,10.9
39939,16,11.15
39939,17,11.4
39939,18,11.8
39939,19,12.2
39939,20,12.25
39939,21,12.3
39939,22,12.55
39939,23,12.8
39939,24,12.85
39939,25,12.9
39939,26,13.05
39939,27,13.2
39939,28,13.35
39939,29,13.5
39939,30,13.65
39939,31,13.8
39939,32,13.7
39939,33,13.6
39939,34,13.65
39939,35,13.7
39939,36,13.8
39939,37,13.9
39939,38,14
39939,39,14.1
39939,40,14
39939,41,13.9
39939,42,14.15
39939,43,14.4
39939,44,14.35
39939,45,14.3
39939,46,14.15
39939,47,14
39939,48,14.05
39940,1,14.1
39940,2,14.15
39940,3,14.2
39940,4,13.95
39940,5,13.7
39940,6,13.8
39940,7,13.9
39940,8,13.75
39940,9,13.6
39940,10,13.55
39940,11,13.5
39940,12,13.65
39940,13,13.8
39940,14,13.7
39940,15,13.6
39940,16,13.35
39940,17,13.1
39940,18,13.05
39940,19,13
39940,20,13
39940,21,13
39940,22,13.65
39940,23,14.3
39940,24,14.7
39940,25,15.1
39940,26,14.8
39940,27,14.5
39940,28,14.55
39940,29,14.6
39940,30,15.15
39940,31,15.7
39940,32,15.15
39940,33,14.6
39940,34,14.5
39940,35,14.4
39940,36,14.05
39940,37,13.7
39940,38,13.6
39940,39,13.5
39940,40,13.5
39940,41,13.5
39940,42,13.55
39940,43,13.6
39940,44,13.6
39940,45,13.6
39940,46,13.5
39940,47,13.4
39940,48,13.25
39941,1,13.1
39941,2,13.05
39941,3,13
39941,4,12.95
39941,5,12.9
39941,6,12.9
39941,7,12.9
39941,8,12.85
39941,9,12.8
39941,10,12.65
39941,11,12.5
39941,12,12.5
39941,13,12.5
39941,14,12.35
39941,15,12.2
39941,16,12.65
39941,17,13.1
39941,18,13.45
39941,19,13.8
39941,20,14.15
39941,21,14.5
39941,22,14.4
39941,23,14.3
39941,24,14.65
39941,25,15
39941,26,15.05
39941,27,15.1
39941,28,15.05
39941,29,15
39941,30,14.75
39941,31,14.5
39941,32,14.5
39941,33,14.5
39941,34,14.15
39941,35,13.8
39941,36,13.55
39941,37,13.3
39941,38,13.35
39941,39,13.4
39941,40,13.4
39941,41,13.4
39941,42,13.25
39941,43,13.1
39941,44,13.15
39941,45,13.2
39941,46,13.25
39941,47,13.3
39941,48,13.35
39942,1,13.4
39942,2,13.35
39942,3,13.3
39942,4,13.25
39942,5,13.2
39942,6,13.1
39942,7,13
39942,8,13.2
39942,9,13.4
39942,10,13.25
39942,11,13.1
39942,12,13.1
39942,13,13.1
39942,14,13.1
39942,15,13.1
39942,16,13.3
39942,17,13.5
39942,18,13.65
39942,19,13.8
39942,20,14.1
39942,21,14.4
39942,22,14.35
39942,23,14.3
39942,24,14.25
39942,25,14.2
39942,26,14.25
39942,27,14.3
39942,28,14.3
39942,29,14.3
39942,30,14.25
39942,31,14.2
39942,32,14.25
39942,33,14.3
39942,34,14.2
39942,35,14.1
39942,36,14.05
39942,37,14
39942,38,13.95
39942,39,13.9
39942,40,13.85
39942,41,13.8
39942,42,13.8
39942,43,13.8
39942,44,13.75
39942,45,13.7
39942,46,13.75
39942,47,13.8
39942,48,13.65
39943,1,13.5
39943,2,13.5
39943,3,13.5
39943,4,13.4
39943,5,13.3
39943,6,13.3
39943,7,13.3
39943,8,13.15
39943,9,13
39943,10,12.7
39943,11,12.4
39943,12,12.05
39943,13,11.7
39943,14,11.45
39943,15,11.2
39943,16,12.05
39943,17,12.9
39943,18,13.45
39943,19,14
39943,20,14.7
39943,21,15.4
39943,22,15.6
39943,23,15.8
39943,24,16
39943,25,16.2
39943,26,16.35
39943,27,16.5
39943,28,16.5
39943,29,16.5
39943,30,16.65
39943,31,16.8
39943,32,16.6
39943,33,16.4
39943,34,15.6
39943,35,14.8
39943,36,14.45
39943,37,14.1
39943,38,13.95
39943,39,13.8
39943,40,13.6
39943,41,13.4
39943,42,13.25
39943,43,13.1
39943,44,12.7
39943,45,12.3
39943,46,12.05
39943,47,11.8
39943,48,11.55
39944,1,11.3
39944,2,10.85
39944,3,10.4
39944,4,10.35
39944,5,10.3
39944,6,10.1
39944,7,9.9
39944,8,9.8
39944,9,9.7
39944,10,9.85
39944,11,10
39944,12,10.3
39944,13,10.6
39944,14,10.8
39944,15,11
39944,16,11.5
39944,17,12
39944,18,12.15
39944,19,12.3
39944,20,12.45
39944,21,12.6
39944,22,12.6
39944,23,12.6
39944,24,12.5
39944,25,12.4
39944,26,12.7
39944,27,13
39944,28,12.95
39944,29,12.9
39944,30,13.15
39944,31,13.4
39944,32,13.5
39944,33,13.6
39944,34,13.75
39944,35,13.9
39944,36,13.45
39944,37,13
39944,38,12.7
39944,39,12.4
39944,40,12.1
39944,41,11.8
39944,42,11.4
39944,43,11
39944,44,11.2
39944,45,11.4
39944,46,10.65
39944,47,9.9
39944,48,10
39945,1,10.1
39945,2,10.1
39945,3,10.1
39945,4,9.95
39945,5,9.8
39945,6,9.85
39945,7,9.9
39945,8,9.65
39945,9,9.4
39945,10,9.5
39945,11,9.6
39945,12,9.5
39945,13,9.4
39945,14,9.55
39945,15,9.7
39945,16,10.15
39945,17,10.6
39945,18,11.35
39945,19,12.1
39945,20,12.95
39945,21,13.8
39945,22,13.65
39945,23,13.5
39945,24,13.65
39945,25,13.8
39945,26,13.65
39945,27,13.5
39945,28,13.8
39945,29,14.1
39945,30,14.2
39945,31,14.3
39945,32,14.35
39945,33,14.4
39945,34,14.4
39945,35,14.4
39945,36,14.35
39945,37,14.3
39945,38,14.15
39945,39,14
39945,40,13.65
39945,41,13.3
39945,42,12.85
39945,43,12.4
39945,44,12.65
39945,45,12.9
39945,46,13.6
39945,47,14.3
39945,48,14.05
39946,1,13.8
39946,2,12.35
39946,3,10.9
39946,4,11.85
39946,5,12.8
39946,6,12.9
39946,7,13
39946,8,13.25
39946,9,13.5
39946,10,13.45
39946,11,13.4
39946,12,13.45
39946,13,13.5
39946,14,13.65
39946,15,13.8
39946,16,13.85
39946,17,13.9
39946,18,13.95
39946,19,14
39946,20,13.95
39946,21,13.9
39946,22,14.05
39946,23,14.2
39946,24,14.45
39946,25,14.7
39946,26,14.75
39946,27,14.8
39946,28,14.85
39946,29,14.9
39946,30,15.05
39946,31,15.2
39946,32,14.9
39946,33,14.6
39946,34,14.85
39946,35,15.1
39946,36,14.9
39946,37,14.7
39946,38,14.6
39946,39,14.5
39946,40,14.35
39946,41,14.2
39946,42,14.15
39946,43,14.1
39946,44,14.1
39946,45,14.1
39946,46,14.15
39946,47,14.2
39946,48,14.25
39947,1,14.3
39947,2,14.15
39947,3,14
39947,4,13.95
39947,5,13.9
39947,6,13.65
39947,7,13.4
39947,8,13.45
39947,9,13.5
39947,10,13.5
39947,11,13.5
39947,12,13.4
39947,13,13.3
39947,14,13.35
39947,15,13.4
39947,16,13.5
39947,17,13.6
39947,18,13.55
39947,19,13.5
39947,20,13.85
39947,21,14.2
39947,22,14.3
39947,23,14.4
39947,24,14.5
39947,25,14.6
39947,26,14.65
39947,27,14.7
39947,28,14.7
39947,29,14.7
39947,30,14.85
39947,31,15
39947,32,14.75
39947,33,14.5
39947,34,14.8
39947,35,15.1
39947,36,15.2
39947,37,15.3
39947,38,15.6
39947,39,15.9
39947,40,15.8
39947,41,15.7
39947,42,15.6
39947,43,15.5
39947,44,15.45
39947,45,15.4
39947,46,15.3
39947,47,15.2
39947,48,15.1
39948,1,15
39948,2,15.05
39948,3,15.1
39948,4,14.95
39948,5,14.8
39948,6,15
39948,7,15.2
39948,8,15.25
39948,9,15.3
39948,10,15.25
39948,11,15.2
39948,12,15.15
39948,13,15.1
39948,14,15.2
39948,15,15.3
39948,16,15.4
39948,17,15.5
39948,18,15.5
39948,19,15.5
39948,20,15.6
39948,21,15.7
39948,22,15.8
39948,23,15.9
39948,24,15.8
39948,25,15.7
39948,26,16.2
39948,27,16.7
39948,28,16.9
39948,29,17.1
39948,30,17.2
39948,31,17.3
39948,32,17.2
39948,33,17.1
39948,34,17.05
39948,35,17
39948,36,16.8
39948,37,16.6
39948,38,16.45
39948,39,16.3
39948,40,16.15
39948,41,16
39948,42,15
39948,43,14
39948,44,14
39948,45,14
39948,46,14.25
39948,47,14.5
39948,48,14.45
39949,1,14.4
39949,2,14.3
39949,3,14.2
39949,4,14.15
39949,5,14.1
39949,6,14.15
39949,7,14.2
39949,8,14
39949,9,13.8
39949,10,13.75
39949,11,13.7
39949,12,13.5
39949,13,13.3
39949,14,12.8
39949,15,12.3
39949,16,12.45
39949,17,12.6
39949,18,12.7
39949,19,12.8
39949,20,12.6
39949,21,12.4
39949,22,12.4
39949,23,12.4
39949,24,12.65
39949,25,12.9
39949,26,13.3
39949,27,13.7
39949,28,13.45
39949,29,13.2
39949,30,13.05
39949,31,12.9
39949,32,13.1
39949,33,13.3
39949,34,13.5
39949,35,13.7
39949,36,13.6
39949,37,13.5
39949,38,13.55
39949,39,13.6
39949,40,13.5
39949,41,13.4
39949,42,13.35
39949,43,13.3
39949,44,13.25
39949,45,13.2
39949,46,13
39949,47,12.8
39949,48,12.55
39950,1,12.3
39950,2,12.5
39950,3,12.7
39950,4,12.8
39950,5,12.9
39950,6,12.7
39950,7,12.5
39950,8,12.65
39950,9,12.8
39950,10,12.85
39950,11,12.9
39950,12,13
39950,13,13.1
39950,14,13.05
39950,15,13
39950,16,13.05
39950,17,13.1
39950,18,13.3
39950,19,13.5
39950,20,13.5
39950,21,13.5
39950,22,13.7
39950,23,13.9
39950,24,14
39950,25,14.1
39950,26,14.25
39950,27,14.4
39950,28,14.5
39950,29,14.6
39950,30,14.55
39950,31,14.5
39950,32,14.55
39950,33,14.6
39950,34,14.5
39950,35,14.4
39950,36,14.2
39950,37,14
39950,38,13.8
39950,39,13.6
39950,40,13.05
39950,41,12.5
39950,42,12.15
39950,43,11.8
39950,44,11.95
39950,45,12.1
39950,46,12.5
39950,47,12.9
39950,48,13.1
39951,1,13.3
39951,2,13.3
39951,3,13.3
39951,4,13.2
39951,5,13.1
39951,6,13.05
39951,7,13
39951,8,12.5
39951,9,12
39951,10,11.3
39951,11,10.6
39951,12,10.45
39951,13,10.3
39951,14,10.25
39951,15,10.2
39951,16,11
39951,17,11.8
39951,18,12.35
39951,19,12.9
39951,20,13.5
39951,21,14.1
39951,22,14.45
39951,23,14.8
39951,24,14.95
39951,25,15.1
39951,26,15.25
39951,27,15.4
39951,28,15.5
39951,29,15.6
39951,30,15.65
39951,31,15.7
39951,32,15.35
39951,33,15
39951,34,14.2
39951,35,13.4
39951,36,13.1
39951,37,12.8
39951,38,12.55
39951,39,12.3
39951,40,12.2
39951,41,12.1
39951,42,11.9
39951,43,11.7
39951,44,11.3
39951,45,10.9
39951,46,10.55
39951,47,10.2
39951,48,9.8
39952,1,9.4
39952,2,9.5
39952,3,9.6
39952,4,9.15
39952,5,8.7
39952,6,8.65
39952,7,8.6
39952,8,8.2
39952,9,7.8
39952,10,7.75
39952,11,7.7
39952,12,7.3
39952,13,6.9
39952,14,6.55
39952,15,6.2
39952,16,7.3
39952,17,8.4
39952,18,9.5
39952,19,10.6
39952,20,10.45
39952,21,10.3
39952,22,10.55
39952,23,10.8
39952,24,11.15
39952,25,11.5
39952,26,12.15
39952,27,12.8
39952,28,15.6
39952,29,18.4
39952,30,18.35
39952,31,18.3
39952,32,17.65
39952,33,17
39952,34,16.5
39952,35,16
39952,36,15.55
39952,37,15.1
39952,38,14.95
39952,39,14.8
39952,40,14.75
39952,41,14.7
39952,42,14.4
39952,43,14.1
39952,44,14
39952,45,13.9
39952,46,13.45
39952,47,13
39952,48,12.75
39953,1,12.5
39953,2,11.9
39953,3,11.3
39953,4,11.25
39953,5,11.2
39953,6,10.95
39953,7,10.7
39953,8,10.5
39953,9,10.3
39953,10,9.9
39953,11,9.5
39953,12,9.65
39953,13,9.8
39953,14,10.15
39953,15,10.5
39953,16,10.75
39953,17,11
39953,18,11.55
39953,19,12.1
39953,20,12.8
39953,21,13.5
39953,22,13.5
39953,23,13.5
39953,24,13.7
39953,25,13.9
39953,26,14.05
39953,27,14.2
39953,28,14.35
39953,29,14.5
39953,30,16.5
39953,31,18.5
39953,32,17.95
39953,33,17.4
39953,34,16.8
39953,35,16.2
39953,36,15.75
39953,37,15.3
39953,38,14.8
39953,39,14.3
39953,40,14.2
39953,41,14.1
39953,42,13.9
39953,43,13.7
39953,44,13.75
39953,45,13.8
39953,46,13.5
39953,47,13.2
39953,48,12.95
39954,1,12.7
39954,2,12.2
39954,3,11.7
39954,4,11.55
39954,5,11.4
39954,6,10.8
39954,7,10.2
39954,8,10.05
39954,9,9.9
39954,10,9.95
39954,11,10
39954,12,9.35
39954,13,8.7
39954,14,8.5
39954,15,8.3
39954,16,8.5
39954,17,8.7
39954,18,9.2
39954,19,9.7
39954,20,9.95
39954,21,10.2
39954,22,10.55
39954,23,10.9
39954,24,11.1
39954,25,11.3
39954,26,11.4
39954,27,11.5
39954,28,12.55
39954,29,13.6
39954,30,13.55
39954,31,13.5
39954,32,13.5
39954,33,13.5
39954,34,13.45
39954,35,13.4
39954,36,13.3
39954,37,13.2
39954,38,12.8
39954,39,12.4
39954,40,12.25
39954,41,12.1
39954,42,11.45
39954,43,10.8
39954,44,10.7
39954,45,10.6
39954,46,10.25
39954,47,9.9
39954,48,10
39955,1,10.1
39955,2,9.5
39955,3,8.9
39955,4,9.3
39955,5,9.7
39955,6,9.55
39955,7,9.4
39955,8,9.35
39955,9,9.3
39955,10,8.75
39955,11,8.2
39955,12,8.65
39955,13,9.1
39955,14,9.2
39955,15,9.3
39955,16,9.55
39955,17,9.8
39955,18,9.85
39955,19,9.9
39955,20,10.05
39955,21,10.2
39955,22,10.65
39955,23,11.1
39955,24,11.35
39955,25,11.6
39955,26,11.95
39955,27,12.3
39955,28,13.1
39955,29,13.9
39955,30,16.4
39955,31,18.9
39955,32,18.7
39955,33,18.5
39955,34,17.6
39955,35,16.7
39955,36,16.35
39955,37,16
39955,38,15.85
39955,39,15.7
39955,40,15.2
39955,41,14.7
39955,42,14.45
39955,43,14.2
39955,44,13.85
39955,45,13.5
39955,46,13.05
39955,47,12.6
39955,48,12.25
39956,1,11.9
39956,2,11.85
39956,3,11.8
39956,4,11.65
39956,5,11.5
39956,6,11.55
39956,7,11.6
39956,8,11.75
39956,9,11.9
39956,10,11.9
39956,11,11.9
39956,12,12
39956,13,12.1
39956,14,11.8
39956,15,11.5
39956,16,12.05
39956,17,12.6
39956,18,13.3
39956,19,14
39956,20,14.5
39956,21,15
39956,22,15.8
39956,23,16.6
39956,24,17.15
39956,25,17.7
39956,26,18.1
39956,27,18.5
39956,28,18.7
39956,29,18.9
39956,30,18.6
39956,31,18.3
39956,32,17.95
39956,33,17.6
39956,34,17.35
39956,35,17.1
39956,36,17.05
39956,37,17
39956,38,16.95
39956,39,16.9
39956,40,16.6
39956,41,16.3
39956,42,16.25
39956,43,16.2
39956,44,16.35
39956,45,16.5
39956,46,16.4
39956,47,16.3
39956,48,16.6
39957,1,16.9
39957,2,16.8
39957,3,16.7
39957,4,16.85
39957,5,17
39957,6,17.3
39957,7,17.6
39957,8,17.8
39957,9,18
39957,10,18.15
39957,11,18.3
39957,12,18
39957,13,17.7
39957,14,17.7
39957,15,17.7
39957,16,17.25
39957,17,16.8
39957,18,17.65
39957,19,18.5
39957,20,18.65
39957,21,18.8
39957,22,19.3
39957,23,19.8
39957,24,19.45
39957,25,19.1
39957,26,19.3
39957,27,19.5
39957,28,19.5
39957,29,19.5
39957,30,19.85
39957,31,20.2
39957,32,19.75
39957,33,19.3
39957,34,18.85
39957,35,18.4
39957,36,18.6
39957,37,18.8
39957,38,18.85
39957,39,18.9
39957,40,18.85
39957,41,18.8
39957,42,18.65
39957,43,18.5
39957,44,18.6
39957,45,18.7
39957,46,18.6
39957,47,18.5
39957,48,18.45
39958,1,18.4
39958,2,18.25
39958,3,18.1
39958,4,18.15
39958,5,18.2
39958,6,18.6
39958,7,19
39958,8,18.95
39958,9,18.9
39958,10,18.75
39958,11,18.6
39958,12,18.65
39958,13,18.7
39958,14,18.55
39958,15,18.4
39958,16,18.4
39958,17,18.4
39958,18,18.45
39958,19,18.5
39958,20,18.55
39958,21,18.6
39958,22,18.45
39958,23,18.3
39958,24,18.7
39958,25,19.1
39958,26,19.45
39958,27,19.8
39958,28,19.9
39958,29,20
39958,30,19.65
39958,31,19.3
39958,32,17.75
39958,33,16.2
39958,34,16.45
39958,35,16.7
39958,36,16.4
39958,37,16.1
39958,38,15.7
39958,39,15.3
39958,40,15.3
39958,41,15.3
39958,42,15.35
39958,43,15.4
39958,44,15.55
39958,45,15.7
39958,46,15.4
39958,47,15.1
39958,48,14.75
39959,1,14.4
39959,2,14.55
39959,3,14.7
39959,4,14.65
39959,5,14.6
39959,6,14.6
39959,7,14.6
39959,8,14.45
39959,9,14.3
39959,10,14.2
39959,11,14.1
39959,12,14
39959,13,13.9
39959,14,13.7
39959,15,13.5
39959,16,13.3
39959,17,13.1
39959,18,13.05
39959,19,13
39959,20,12.95
39959,21,12.9
39959,22,12.9
39959,23,12.9
39959,24,13.15
39959,25,13.4
39959,26,13.7
39959,27,14
39959,28,14.15
39959,29,14.3
39959,30,14.55
39959,31,14.8
39959,32,14.7
39959,33,14.6
39959,34,14.3
39959,35,14
39959,36,13.75
39959,37,13.5
39959,38,13.4
39959,39,13.3
39959,40,13.8
39959,41,14.3
39959,42,14.05
39959,43,13.8
39959,44,13.6
39959,45,13.4
39959,46,13.4
39959,47,13.4
39959,48,13.25
39960,1,13.1
39960,2,13.05
39960,3,13
39960,4,12.95
39960,5,12.9
39960,6,12.75
39960,7,12.6
39960,8,12.6
39960,9,12.6
39960,10,12.45
39960,11,12.3
39960,12,12.35
39960,13,12.4
39960,14,12.25
39960,15,12.1
39960,16,11.85
39960,17,11.6
39960,18,11.4
39960,19,11.2
39960,20,11.35
39960,21,11.5
39960,22,11.4
39960,23,11.3
39960,24,11.4
39960,25,11.5
39960,26,11.5
39960,27,11.5
39960,28,11.8
39960,29,12.1
39960,30,12.95
39960,31,13.8
39960,32,13.75
39960,33,13.7
39960,34,13.15
39960,35,12.6
39960,36,12.25
39960,37,11.9
39960,38,11.8
39960,39,11.7
39960,40,11.75
39960,41,11.8
39960,42,11.75
39960,43,11.7
39960,44,11.65
39960,45,11.6
39960,46,11.5
39960,47,11.4
39960,48,11.5
39961,1,11.6
39961,2,11.45
39961,3,11.3
39961,4,10.95
39961,5,10.6
39961,6,10.65
39961,7,10.7
39961,8,10.5
39961,9,10.3
39961,10,10.4
39961,11,10.5
39961,12,10.8
39961,13,11.1
39961,14,11.4
39961,15,11.7
39961,16,11.55
39961,17,11.4
39961,18,11.35
39961,19,11.3
39961,20,12.1
39961,21,12.9
39961,22,12.6
39961,23,12.3
39961,24,12.1
39961,25,11.9
39961,26,12.45
39961,27,13
39961,28,12.85
39961,29,12.7
39961,30,12.45
39961,31,12.2
39961,32,12.2
39961,33,12.2
39961,34,11.7
39961,35,11.2
39961,36,10.9
39961,37,10.6
39961,38,10.5
39961,39,10.4
39961,40,10.2
39961,41,10
39961,42,10.25
39961,43,10.5
39961,44,10.75
39961,45,11
39961,46,10.85
39961,47,10.7
39961,48,10.3
39962,1,9.9
39962,2,9.65
39962,3,9.4
39962,4,9.15
39962,5,8.9
39962,6,9
39962,7,9.1
39962,8,9
39962,9,8.9
39962,10,8.8
39962,11,8.7
39962,12,8.6
39962,13,8.5
39962,14,8.4
39962,15,8.3
39962,16,9
39962,17,9.7
39962,18,10.6
39962,19,11.5
39962,20,12
39962,21,12.5
39962,22,13.25
39962,23,14
39962,24,14
39962,25,14
39962,26,14.4
39962,27,14.8
39962,28,14.95
39962,29,15.1
39962,30,15.1
39962,31,15.1
39962,32,14.7
39962,33,14.3
39962,34,13.45
39962,35,12.6
39962,36,12.2
39962,37,11.8
39962,38,11.4
39962,39,11
39962,40,10.75
39962,41,10.5
39962,42,10.15
39962,43,9.8
39962,44,9.85
39962,45,9.9
39962,46,9.75
39962,47,9.6
39962,48,9.45
39963,1,9.3
39963,2,9.3
39963,3,9.3
39963,4,9.05
39963,5,8.8
39963,6,9.35
39963,7,9.9
39963,8,9.95
39963,9,10
39963,10,10.1
39963,11,10.2
39963,12,10.45
39963,13,10.7
39963,14,10.8
39963,15,10.9
39963,16,11.05
39963,17,11.2
39963,18,11.6
39963,19,12
39963,20,12.55
39963,21,13.1
39963,22,13.35
39963,23,13.6
39963,24,13.9
39963,25,14.2
39963,26,14.25
39963,27,14.3
39963,28,14.4
39963,29,14.5
39963,30,14.35
39963,31,14.2
39963,32,13.85
39963,33,13.5
39963,34,13
39963,35,12.5
39963,36,12.25
39963,37,12
39963,38,11.8
39963,39,11.6
39963,40,11.45
39963,41,11.3
39963,42,11.15
39963,43,11
39963,44,11.1
39963,45,11.2
39963,46,11.25
39963,47,11.3
39963,48,11.35
39964,1,11.4
39964,2,11.35
39964,3,11.3
39964,4,11.3
39964,5,11.3
39964,6,11.15
39964,7,11
39964,8,10.8
39964,9,10.6
39964,10,10.55
39964,11,10.5
39964,12,10.1
39964,13,9.7
39964,14,8.1
39964,15,6.5
39964,16,6.5
39964,17,6.5
39964,18,6.45
39964,19,6.4
39964,20,7
39964,21,7.6
39964,22,8
39964,23,8.4
39964,24,8.65
39964,25,8.9
39964,26,8.9
39964,27,8.9
39964,28,9.05
39964,29,9.2
39964,30,9.4
39964,31,9.6
39964,32,11.75
39964,33,13.9
39964,34,13.4
39964,35,12.9
39964,36,12.75
39964,37,12.6
39964,38,12.5
39964,39,12.4
39964,40,12.2
39964,41,12
39964,42,11.95
39964,43,11.9
39964,44,11.75
39964,45,11.6
39964,46,11.5
39964,47,11.4
39964,48,10.9
39965,1,10.4
39965,2,10.2
39965,3,10
39965,4,9.85
39965,5,9.7
39965,6,9.65
39965,7,9.6
39965,8,9.5
39965,9,9.4
39965,10,9.25
39965,11,9.1
39965,12,9.15
39965,13,9.2
39965,14,9
39965,15,8.8
39965,16,9.3
39965,17,9.8
39965,18,10.25
39965,19,10.7
39965,20,11.65
39965,21,12.6
39965,22,12.25
39965,23,11.9
39965,24,12.2
39965,25,12.5
39965,26,12.95
39965,27,13.4
39965,28,13.5
39965,29,13.6
39965,30,14
39965,31,14.4
39965,32,14.1
39965,33,13.8
39965,34,13.35
39965,35,12.9
39965,36,12.7
39965,37,12.5
39965,38,12.45
39965,39,12.4
39965,40,12.45
39965,41,12.5
39965,42,12
39965,43,11.5
39965,44,11.45
39965,45,11.4
39965,46,11.45
39965,47,11.5
39965,48,11.2
39966,1,10.9
39966,2,10.75
39966,3,10.6
39966,4,10.4
39966,5,10.2
39966,6,10.1
39966,7,10
39966,8,10.2
39966,9,10.4
39966,10,9.8
39966,11,9.2
39966,12,9.45
39966,13,9.7
39966,14,9.5
39966,15,9.3
39966,16,9.6
39966,17,9.9
39966,18,10.25
39966,19,10.6
39966,20,10.95
39966,21,11.3
39966,22,11.75
39966,23,12.2
39966,24,12.5
39966,25,12.8
39966,26,12.9
39966,27,13
39966,28,13.15
39966,29,13.3
39966,30,13.95
39966,31,14.6
39966,32,14.4
39966,33,14.2
39966,34,14.05
39966,35,13.9
39966,36,13.8
39966,37,13.7
39966,38,13.8
39966,39,13.9
39966,40,13.8
39966,41,13.7
39966,42,13.6
39966,43,13.5
39966,44,13.45
39966,45,13.4
39966,46,13.3
39966,47,13.2
39966,48,13.15
39967,1,13.1
39967,2,13.1
39967,3,13.1
39967,4,12.95
39967,5,12.8
39967,6,12.85
39967,7,12.9
39967,8,12.9
39967,9,12.9
39967,10,12.95
39967,11,13
39967,12,13
39967,13,13
39967,14,13
39967,15,13
39967,16,13
39967,17,13
39967,18,13.15
39967,19,13.3
39967,20,13.7
39967,21,14.1
39967,22,14.45
39967,23,14.8
39967,24,15.25
39967,25,15.7
39967,26,15.9
39967,27,16.1
39967,28,16.1
39967,29,16.1
